Entry	Entry Name	Gene Names	Protein names	Organism	EC number	KEGG	GeneID
P76085	PAAK_ECOLI	paaK b1398 JW5218	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase) (PA-CoA ligase)	Escherichia coli (strain K12)	6.2.1.30	ecj:JW5218;eco:b1398;ecoc:C3026_08155;	945963;
P76086	PAAX_ECOLI	paaX ydbY b1399 JW1394	Transcriptional repressor PaaX	Escherichia coli (strain K12)		ecj:JW1394;eco:b1399;ecoc:C3026_08160;	945966;
P76091	YNBB_ECOLI	ynbB b1409 JW1406	Putative phosphatidate cytidylyltransferase YnbB (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (CDP-DG synthase) (CDS)	Escherichia coli (strain K12)	2.7.7.41	ecj:JW1406;eco:b1409;ecoc:C3026_08210;	945972;
P76106	HICA_ECOLI	hicA yncN b4532 JW5230	Probable mRNA interferase toxin HicA (EC 3.1.-.-) (Endoribonuclease HicA) (Toxin HicA)	Escherichia coli (strain K12)	3.1.-.-	ecj:JW5230;eco:b4532;ecoc:C3026_08365;	75171518;75202358;945989;
P76112	MNAT_ECOLI	mnaT yncA b1448 JW5233	L-amino acid N-acyltransferase MnaT (EC 2.3.1.-) (L-methionine N-acyltransferase) (L-methionine sulfoximine/L-methionine sulfone N-acetyltransferase) (L-phenylglycine N-acetyltransferase)	Escherichia coli (strain K12)	2.3.1.-	ecj:JW5233;eco:b1448;ecoc:C3026_08425;	946010;
P76115	PQQU_ECOLI	pqqU yncD b1451 JW1446	Pyrroloquinoline quinone transporter (PQQ transporter) (TonB-dependent receptor PqqU)	Escherichia coli (strain K12)		ecj:JW1446;eco:b1451;ecoc:C3026_08440;	946015;
P76136	SAFA_ECOLI	safA yneN b1500 JW1494.1	Two-component-system connector protein SafA (Regulatory protein b1500) (Sensor associating factor A)	Escherichia coli (strain K12)		eco:b1500;ecoc:C3026_08685;	946061;
P76143	LSRF_ECOLI	lsrF yneB b1517 JW1510	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)	Escherichia coli (strain K12)	2.3.1.245	ecj:JW1510;eco:b1517;ecoc:C3026_08770;	946071;
P76145	TAM_ECOLI	tam yneD b1519 JW1512	Trans-aconitate 2-methyltransferase (EC 2.1.1.144)	Escherichia coli (strain K12)	2.1.1.144	ecj:JW1512;eco:b1519;ecoc:C3026_08780;	946074;
P76147	DGCF_ECOLI	dgcF yneF b1522 JW5825	Probable diguanylate cyclase DgcF (DGC) (EC 2.7.7.65)	Escherichia coli (strain K12)	2.7.7.65	ecj:JW5825;eco:b1522;ecoc:C3026_08800;	947422;
P76182	RSXD_ECOLI	rsxD rnfD ydgO b1630 JW1622	Ion-translocating oxidoreductase complex subunit D (EC 7.-.-.-) (Rsx electron transport complex subunit D)	Escherichia coli (strain K12)	7.-.-.-	ecj:JW1622;eco:b1630;ecoc:C3026_09365;	946134;
P76190	MEPH_ECOLI	mepH ydhO b1655 JW5270	Murein DD-endopeptidase MepH (EC 3.4.-.-) (Murein hydrolase MepH)	Escherichia coli (strain K12)	3.4.-.-	ecj:JW5270;eco:b1655;ecoc:C3026_09495;	93775809;945210;
P76192	YDHV_ECOLI	ydhV b1673 JW5272	Probable aldehyde ferredoxin oxidoreductase YdhV (EC 1.2.7.-)	Escherichia coli (strain K12)	1.2.7.-	ecj:JW5272;eco:b1673;ecoc:C3026_09590;	93775828;948756;
P76213	CHO_ECOLI	cho dinM sosD ydjQ b1741 JW1730	Excinuclease cho (EC 3.1.25.-) (Endonuclease cho) (UvrC homolog protein)	Escherichia coli (strain K12)	3.1.25.-	ecj:JW1730;eco:b1741;ecoc:C3026_09950;	93775954;948996;
P76215	ASTE_ECOLI	astE ydjS b1744 JW1733	Succinylglutamate desuccinylase (EC 3.5.1.96)	Escherichia coli (strain K12)	3.5.1.96	ecj:JW1733;eco:b1744;ecoc:C3026_09965;	946256;
P76217	ASTD_ECOLI	astD ydjU b1746 JW5282	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	Escherichia coli (strain K12)	1.2.1.71	ecj:JW5282;eco:b1746;ecoc:C3026_09975;	946260;
P76234	YEAE_ECOLI	yeaE b1781 JW1770	Methylglyoxal reductase YeaE (EC 1.1.1.-) (Aldo-keto reductase YeaE) (EC 1.1.1.2)	Escherichia coli (strain K12)	1.1.1.-; 1.1.1.2	ecj:JW1770;eco:b1781;ecoc:C3026_10160;	946302;
P76237	DGCJ_ECOLI	dgcJ yeaJ b1786 JW5291	Probable diguanylate cyclase DgcJ (DGC) (EC 2.7.7.65)	Escherichia coli (strain K12)	2.7.7.65	ecj:JW5291;eco:b1786;ecoc:C3026_10185;	75203092;946290;
P76242	NIMT_ECOLI	nimT yeaN b1791 JW1780	2-nitroimidazole transporter	Escherichia coli (strain K12)		ecj:JW1780;eco:b1791;ecoc:C3026_10210;	946309;
P76245	DGCP_ECOLI	dgcP yeaP b1794 JW5292	Diguanylate cyclase DgcP (DGC) (EC 2.7.7.65)	Escherichia coli (strain K12)	2.7.7.65	ecj:JW5292;eco:b1794;ecoc:C3026_10225;	948969;
P76249	LEUE_ECOLI	leuE yeaS b1798 JW1787	Leucine efflux protein	Escherichia coli (strain K12)		ecj:JW1787;eco:b1798;ecoc:C3026_10250;	946157;
P76250	DMLR_ECOLI	dmlR yeaT b1799 JW1788	HTH-type transcriptional regulator DmlR (D-malate degradation protein R)	Escherichia coli (strain K12)		ecj:JW1788;eco:b1799;ecoc:C3026_10255;	946316;
P76290	CMOA_ECOLI	cmoA yecO b1870 JW1859	Carboxy-S-adenosyl-L-methionine synthase (Cx-SAM synthase) (EC 2.1.3.-)	Escherichia coli (strain K12)	2.1.3.-	ecj:JW1859;eco:b1870;ecoc:C3026_10645;	946380;
P76291	CMOB_ECOLI	cmoB yecP b1871 JW1860	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	Escherichia coli (strain K12)	2.5.1.-	ecj:JW1860;eco:b1871;ecoc:C3026_10650;	75171943;946387;
P76340	HPRR_ECOLI	hprR yedW b1969 JW5322	Transcriptional regulatory protein HprR (Hydrogen peroxide response regulator)	Escherichia coli (strain K12)		ecj:JW5322;eco:b1969;ecoc:C3026_11125;	946486;
P76347	YEEJ_ECOLI	yeeJ b1978 JW5833	Inverse autotransporter adhesin YeeJ	Escherichia coli (strain K12)		ecj:JW5833;eco:b1978;	946498;
P76350	SHIA_ECOLI	shiA yeeM b1981 JW1962	Shikimate transporter (Shikimate permease)	Escherichia coli (strain K12)		ecj:JW1962;eco:b1981;ecoc:C3026_11185;	75202786;946495;
P76352	YEEO_ECOLI	yeeO b1985 JW1965	Probable FMN/FAD exporter YeeO	Escherichia coli (strain K12)		ecj:JW1965;eco:b1985;	946506;
P76373	UDG_ECOLI	ugd pmrE udg yefA b2028 JW2010	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	Escherichia coli (strain K12)	1.1.1.22	ecj:JW2010;eco:b2028;ecoc:C3026_11430;	946571;
P76395	PRP3_ECOLI	pphC yegK b2072 JW2057	Serine/threonine-protein phosphatase 3 (EC 3.1.3.16) (PP2C-like Ser/Thr phosphatase) (Protein phosphatase C)	Escherichia coli (strain K12)	3.1.3.16	ecj:JW2057;eco:b2072;	75205989;947269;
P76397	MDTA_ECOLI	mdtA yegM b2074 JW5338	Multidrug resistance protein MdtA (Multidrug transporter MdtA)	Escherichia coli (strain K12)		ecj:JW5338;eco:b2074;ecoc:C3026_11665;	946604;
P76398	MDTB_ECOLI	mdtB yegN b2075 JW2060	Multidrug resistance protein MdtB (Multidrug transporter MdtB)	Escherichia coli (strain K12)		ecj:JW2060;eco:b2075;ecoc:C3026_11670;	946606;
P76403	TRHP_ECOLI	trhP yegQ b2081 JW2066	tRNA hydroxylation protein P (EC 3.4.-.-)	Escherichia coli (strain K12)	3.4.-.-	ecj:JW2066;eco:b2081;ecoc:C3026_11700;	946609;
P76423	THIM_ECOLI	thiM b2104 JW2091	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	Escherichia coli (strain K12)	2.7.1.50	ecj:JW2091;eco:b2104;ecoc:C3026_11805;	945142;
P76425	RCNA_ECOLI	rcnA yohM b2106 JW2093	Nickel/cobalt efflux system RcnA	Escherichia coli (strain K12)		ecj:JW2093;eco:b2106;ecoc:C3026_11815;	949078;
P76473	ARNT_ECOLI	arnT pmrK yfbI b2257 JW2251	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Polymyxin resistance protein PmrK) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	Escherichia coli (strain K12)	2.4.2.43	ecj:JW2251;eco:b2257;ecoc:C3026_12605;	947297;
P76518	ACOCT_ECOLI	yfdE b2371 JW2368	Acetyl-CoA:oxalate CoA-transferase (ACOCT) (EC 2.8.3.19) (Acetyl-coenzyme A transferase) (CoA:oxalate CoA-transferase)	Escherichia coli (strain K12)	2.8.3.19	ecj:JW2368;eco:b2371;ecoc:C3026_13185;	75202560;946432;
P76524	YPDF_ECOLI	ypdF b2385 JW2382	Aminopeptidase YpdF (EC 3.4.11.-)	Escherichia coli (strain K12)	3.4.11.-	ecj:JW2382;eco:b2385;ecoc:C3026_13260;	946853;
P76536	YFEX_ECOLI	yfeX b2431 JW2424	Dye-decolorizing peroxidase YfeX (EC 1.11.1.-) (Porphyrinogen oxidase)	Escherichia coli (strain K12)	1.11.1.-	ecj:JW2424;eco:b2431;ecoc:C3026_13505;	946913;
P76553	EUTG_ECOLI	eutG yffV b2453 JW2437	Probable alcohol dehydrogenase EutG (EC 1.1.1.1) (Ethanolamine utilization protein EutG)	Escherichia coli (strain K12)	1.1.1.1	ecj:JW2437;eco:b2453;ecoc:C3026_13615;	946233;
P76578	A2MG_ECOLI	yfhM b2520 JW2504	Alpha-2-macroglobulin (ECAM)	Escherichia coli (strain K12)		ecj:JW2504;eco:b2520;ecoc:C3026_13970;	947302;
P76641	GUAD_ECOLI	guaD ygfP b2883 JW5466	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	Escherichia coli (strain K12)	3.5.4.3	ecj:JW5466;eco:b2883;	947366;
P76773	OMPL_ECOLI	ompL yshA b3875 JW3846	Porin OmpL	Escherichia coli (strain K12)		ecj:JW3846;eco:b3875;ecoc:C3026_20950;	948366;
P76938	EPMC_ECOLI	epmC yfcM b2326 JW5381	Elongation factor P lysine hydroxylase (EF-P lysine hydroxylase) (EC 1.14.13.-) (EF-P post-translational modification enzyme C)	Escherichia coli (strain K12)	1.14.13.-	ecj:JW5381;eco:b2326;ecoc:C3026_12960;	946807;
P77129	ALLG_ECOLI	allG ylbE b4572 b0519	Oxamate carbamoyltransferase subunit AllG (OXTCase subunit AllG) (EC 2.1.3.5) (Oxamic transcarbamylase subunit AllG)	Escherichia coli (strain K12)	2.1.3.5	eco:b4572;ecoc:C3026_02545;	4056025;75170542;
P77154	KOJP_ECOLI	ycjT b1316 JW1309	Kojibiose phosphorylase (EC 2.4.1.230)	Escherichia coli (strain K12)	2.4.1.230	ecj:JW1309;eco:b1316;ecoc:C3026_07710;	945895;
P77161	GLXR_ECOLI	glxR glxB1 ybbQ b0509 JW0497	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Tartronate semialdehyde reductase) (TSAR)	Escherichia coli (strain K12)	1.1.1.60	ecj:JW0497;eco:b0509;ecoc:C3026_02500;	945146;
P77171	YDCI_ECOLI	ydcI b1422 JW5226	HTH-type transcriptional regulator YdcI	Escherichia coli (strain K12)		ecj:JW5226;eco:b1422;ecoc:C3026_08280;	948865;
P77223	RSXB_ECOLI	rsxB rnfB ydgM b1628 JW1620	Ion-translocating oxidoreductase complex subunit B (EC 7.-.-.-) (Rsx electron transport complex subunit B)	Escherichia coli (strain K12)	7.-.-.-	ecj:JW1620;eco:b1628;ecoc:C3026_09355;	946146;
P77245	MURR_ECOLI	murR yfeT b2427 JW2420	HTH-type transcriptional regulator MurR (MurPQ operon repressor)	Escherichia coli (strain K12)		ecj:JW2420;eco:b2427;ecoc:C3026_13485;	946568;
P77257	LSRA_ECOLI	lsrA ego ydeX b1513 JW1506	Autoinducer 2 import ATP-binding protein LsrA (AI-2 import ATP-binding protein LsrA) (EC 7.6.2.13) (EGO10A)	Escherichia coli (strain K12)	7.6.2.13	ecj:JW1506;eco:b1513;ecoc:C3026_08750;	945680;
P77272	PTYBC_ECOLI	murP yfeV b2429 JW2422	PTS system N-acetylmuramic acid-specific EIIBC component (EIIBC-MurNAc) [Includes: N-acetylmuramic acid-specific phosphotransferase enzyme IIB component (EC 2.7.1.192) (PTS system N-acetylmuramic acid-specific EIIB component); N-acetylmuramic acid permease IIC component (PTS system N-acetylmuramic acid-specific EIIC component)]	Escherichia coli (strain K12)	2.7.1.192	ecj:JW2422;eco:b2429;ecoc:C3026_13495;	946894;
P77279	FETA_ECOLI	fetA ybbL b0490 JW0479	Probable iron export ATP-binding protein FetA (EC 7.2.2.-)	Escherichia coli (strain K12)	7.2.2.-	ecj:JW0479;eco:b0490;ecoc:C3026_02410;	93776959;946990;
P77285	RSXG_ECOLI	rsxG rnfG ydgP b1631 JW1623	Ion-translocating oxidoreductase complex subunit G (EC 7.-.-.-) (Rsx electron transport complex subunit G)	Escherichia coli (strain K12)	7.-.-.-	ecj:JW1623;eco:b1631;ecoc:C3026_09370;	86859605;946158;
P77295	YGAV_ECOLI	ygaV b2667 JW2642	HTH-type transcriptional regulator YgaV (Sulfide-responsive transcription factor YgaV)	Escherichia coli (strain K12)		ecj:JW2642;eco:b2667;ecoc:C3026_14700;	93779345;947136;
P77300	XYNR_ECOLI	xynR yagI b0272 JW0265	HTH-type transcriptional regulator XynR (Regulator of xylonate catabolism)	Escherichia coli (strain K12)		ecj:JW0265;eco:b0272;ecoc:C3026_01320;	945016;
P77304	DTPA_ECOLI	dtpA tppB ydgR b1634 JW1626	Dipeptide and tripeptide permease A	Escherichia coli (strain K12)		ecj:JW1626;eco:b1634;ecoc:C3026_09390;	947436;
P77306	YQIK_ECOLI	yqiK b3051 JW3023	Flotillin family inner membrane protein YqiK	Escherichia coli (strain K12)		ecj:JW3023;eco:b3051;ecoc:C3026_16660;	947537;
P77307	FETB_ECOLI	fetB ybbM b0491 JW5066	Probable iron export permease protein FetB	Escherichia coli (strain K12)		ecj:JW5066;eco:b0491;ecoc:C3026_02415;	93776958;945137;
P77333	PGRR_ECOLI	pgrR ycjZ b1328 JW1321	HTH-type transcriptional regulator PgrR (Regulator of PG recycling)	Escherichia coli (strain K12)		ecj:JW1321;eco:b1328;ecoc:C3026_07775;	945930;
P77334	PDER_ECOLI	pdeR gmr yciR b1285 JW1278	Cyclic di-GMP phosphodiesterase PdeR (EC 3.1.4.52)	Escherichia coli (strain K12)	3.1.4.52	ecj:JW1278;eco:b1285;ecoc:C3026_07545;	945868;
P77338	MSCK_ECOLI	mscK aefA kefA b0465 JW0454	Mechanosensitive channel MscK (Potassium efflux system KefA)	Escherichia coli (strain K12)		ecj:JW0454;eco:b0465;ecoc:C3026_02280;	945132;
P77357	ABGA_ECOLI	abgA ydaJ b1338 JW5205	p-aminobenzoyl-glutamate hydrolase subunit A (EC 3.5.1.-) (PABA-GLU hydrolase) (PGH)	Escherichia coli (strain K12)	3.5.1.-	ecj:JW5205;eco:b1338;ecoc:C3026_07835;	945742;
P77359	DJLC_ECOLI	djlC ybeV b0649 JW0644	Co-chaperone protein DjlC (DnaJ-like protein C) (Hsc56) (Hsc62-specific DnaJ-like co-chaperone Hsc56)	Escherichia coli (strain K12)		ecj:JW0644;eco:b0649;ecoc:C3026_03245;	945253;
P77374	YNFE_ECOLI	ynfE b1587 JW1579	Putative dimethyl sulfoxide reductase chain YnfE (DMSO reductase) (EC 1.8.99.-)	Escherichia coli (strain K12)	1.8.99.-	ecj:JW1579;eco:b1587;ecoc:C3026_09145;	946135;
P77379	RCLR_ECOLI	rclR ykgD b0305 JW0298	RCS-specific HTH-type transcriptional activator RclR (Reactive chlorine resistance protein R)	Escherichia coli (strain K12)		ecj:JW0298;eco:b0305;ecoc:C3026_01495;ecoc:C3026_24670;	945616;
P77397	MHPA_ECOLI	mhpA b0347 JW0338	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase (3-HCI hydroxylase) (3-HPP hydroxylase) (EC 1.14.13.127)	Escherichia coli (strain K12)	1.14.13.127	ecj:JW0338;eco:b0347;ecoc:C3026_24870;	945197;
P77439	PTFX1_ECOLI	fryA ypdD b2383 JW2380	Multiphosphoryl transfer protein 1 (MTP 1) (Triphosphoryl transfer protein 1) (TTP 1) [Includes: Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system enzyme I); Phosphocarrier protein HPr (Protein H); PTS system fructose-like EIIA component (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIA component)]	Escherichia coli (strain K12)	2.7.1.202; 2.7.3.9	ecj:JW2380;eco:b2383;ecoc:C3026_13250;	946852;
P77467	PAAG_ECOLI	paaG ydbT b1394 JW1389	1,2-epoxyphenylacetyl-CoA isomerase (EC 5.3.3.18)	Escherichia coli (strain K12)	5.3.3.18	ecj:JW1389;eco:b1394;ecoc:C3026_08135;	946263;
P77475	YQAB_ECOLI	yqaB b2690 JW2665	Fructose-1-phosphate phosphatase YqaB (EC 3.1.3.-) (Fructose-1-phosphatase)	Escherichia coli (strain K12)	3.1.3.-	ecj:JW2665;eco:b2690;ecoc:C3026_14810;	93779321;945776;
P77481	YCJV_ECOLI	ycjV ymjB b4524 JW1311/JW5203 b1318	Maltose import ATP-binding protein YcjV (EC 7.5.2.1)	Escherichia coli (strain K12)	7.5.2.1	ecj:JW1311;ecj:JW5203;	
P77503	YCJS_ECOLI	ycjS b1315 JW1308	D-glucoside 3-dehydrogenase (EC 1.1.1.-)	Escherichia coli (strain K12)	1.1.1.-	ecj:JW1308;eco:b1315;ecoc:C3026_07705;	948589;
P77522	SUFB_ECOLI	sufB ynhE b1683 JW5273	Iron-sulfur cluster assembly protein SufB	Escherichia coli (strain K12)		ecj:JW5273;eco:b1683;ecoc:C3026_09640;	93775838;945753;
P77570	ANMK_ECOLI	anmK ydhH b1640 JW1632	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	Escherichia coli (strain K12)	2.7.1.170	ecj:JW1632;eco:b1640;ecoc:C3026_09420;	946810;
P77580	ACDH_ECOLI	mhpF mhpE b0351 JW0342	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	Escherichia coli (strain K12)	1.2.1.10	ecj:JW0342;eco:b0351;ecoc:C3026_24890;	93777104;945008;
P77585	YPDE_ECOLI	ypdE b2384 JW2381	Aminopeptidase YpdE (EC 3.4.11.-)	Escherichia coli (strain K12)	3.4.11.-	ecj:JW2381;eco:b2384;ecoc:C3026_13255;	946848;
P77608	MHPD_ECOLI	mhpD b0350 JW0341	2-keto-4-pentenoate hydratase (EC 4.2.1.80) (2-hydroxypentadienoic acid hydratase)	Escherichia coli (strain K12)	4.2.1.80	ecj:JW0341;eco:b0350;ecoc:C3026_24885;	944768;
P77611	RSXC_ECOLI	rsxC rnfC ydgN b1629 JW1621	Ion-translocating oxidoreductase complex subunit C (EC 7.-.-.-) (Rsx electron transport complex subunit C)	Escherichia coli (strain K12)	7.-.-.-	ecj:JW1621;eco:b1629;ecoc:C3026_09360;	946137;
P77615	YCJW_ECOLI	ycjW b1320 JW1313	HTH-type transcriptional repressor YcjW	Escherichia coli (strain K12)		ecj:JW1313;eco:b1320;ecoc:C3026_07730;	945875;
P77619	YFEW_ECOLI	yfeW pbp4B b2430 JW5395	Putative D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (DD-carboxypeptidase) (DD-CPase) (Penicillin binding protein 4B)	Escherichia coli (strain K12)	3.4.16.4	ecj:JW5395;eco:b2430;ecoc:C3026_13500;	946907;
P77626	SUTR_ECOLI	sutR ydcN b1434 JW1430	HTH-type transcriptional regulator SutR (Sulfur utilization regulator)	Escherichia coli (strain K12)		ecj:JW1430;eco:b1434;ecoc:C3026_08350;	75202355;946000;
P77650	HCAD_ECOLI	hcaD hcaA4 phdA yfhY b2542 JW2526	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component (EC 1.18.1.3)	Escherichia coli (strain K12)	1.18.1.3	ecj:JW2526;eco:b2542;ecoc:C3026_14080;	945427;
P77690	ARNB_ECOLI	arnB pmrH yfbE b2253 JW5372	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (Polymyxin resistance protein PmrH) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	Escherichia coli (strain K12)	2.6.1.87	ecj:JW5372;eco:b2253;	947375;
P77704	YDJI_ECOLI	ydjI b1773 JW1762	L-glycero-L-galacto-octuluronate-1-phosphate aldolase (EC 4.1.2.-)	Escherichia coli (strain K12)	4.1.2.-	ecj:JW1762;eco:b1773;	75203079;946291;
P77716	YCJP_ECOLI	ycjP b1312 JW1305	Maltose transport system permease protein YcjP	Escherichia coli (strain K12)		ecj:JW1305;eco:b1312;ecoc:C3026_07690;	75203427;945892;
P77731	ALLA_ECOLI	allA glxA2 ybbT b0505 JW0493	Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	Escherichia coli (strain K12)	4.3.2.3	ecj:JW0493;eco:b0505;ecoc:C3026_02480;	945141;
P77733	FOCB_ECOLI	focB b2492 JW2477	Formate channel FocB (Formate transporter FocB)	Escherichia coli (strain K12)		ecj:JW2477;eco:b2492;ecoc:C3026_13825;	949032;
P77735	YAJO_ECOLI	yajO b0419 JW0409	1-deoxyxylulose-5-phosphate synthase YajO (EC 1.1.-.-)	Escherichia coli (strain K12)	1.1.-.-	ecj:JW0409;eco:b0419;ecoc:C3026_02045;	75170437;946903;
P77737	OPPF_ECOLI	oppF b1247 JW1239	Oligopeptide transport ATP-binding protein OppF (EC 7.4.2.6)	Escherichia coli (strain K12)	7.4.2.6	ecj:JW1239;eco:b1247;	945818;
P77743	PRPR_ECOLI	prpR yahP b0330 JW0322	Propionate catabolism operon regulatory protein	Escherichia coli (strain K12)		ecj:JW0322;eco:b0330;ecoc:C3026_01620;ecoc:C3026_24790;	944987;
P77747	OMPN_ECOLI	ompN ynaG b1377 JW1371	Outer membrane porin N (Outer membrane protein N) (Porin OmpN)	Escherichia coli (strain K12)		ecj:JW1371;eco:b1377;ecoc:C3026_08045;	946313;
P77756	QUEC_ECOLI	queC ybaX b0444 JW0434	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	Escherichia coli (strain K12)	6.3.4.20	ecj:JW0434;eco:b0444;ecoc:C3026_02175;	947034;
P77757	ARNC_ECOLI	arnC pmrF yfbF b2254 JW2248	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Polymyxin resistance protein PmrF) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	Escherichia coli (strain K12)	2.4.2.53	ecj:JW2248;eco:b2254;ecoc:C3026_12590;	93774920;945275;
P77783	YNFF_ECOLI	ynfF b1588 JW5260	Probable dimethyl sulfoxide reductase chain YnfF (DMSO reductase) (EC 1.8.99.-)	Escherichia coli (strain K12)	1.8.99.-	ecj:JW5260;eco:b1588;	75171646;945268;
P77790	DDPX_ECOLI	ddpX vanX yddT b1488 JW1483	D-alanyl-D-alanine dipeptidase (D-Ala-D-Ala dipeptidase) (EC 3.4.13.22)	Escherichia coli (strain K12)	3.4.13.22	ecj:JW1483;eco:b1488;ecoc:C3026_08620;	93775647;945532;
P78285	LYSD_ECOLI	rrrD arrD ybcS b0555 JW0544	Lysozyme RrrD (EC 3.2.1.17) (Endolysin) (Lysis protein) (Muramidase)	Escherichia coli (strain K12)	3.2.1.17	ecj:JW0544;eco:b0555;ecoc:C3026_02745;	947539;
P80644	SSUE_ECOLI	ssuE ycbP b0937 JW0920	FMN reductase (NADPH) (EC 1.5.1.38) (FMN reductase) (Sulfate starvation-induced protein 4) (SSI4)	Escherichia coli (strain K12)	1.5.1.38	ecj:JW0920;eco:b0937;ecoc:C3026_05750;	75204028;945947;
Q2EES9	TORI_ECOLI	torI b4501 JW5387	Response regulator inhibitor for tor operon (Tor inhibitor)	Escherichia coli (strain K12)		ecj:JW5387;eco:b4501;ecoc:C3026_13145;	1450232;93774774;
Q46799	XDHA_ECOLI	xdhA ygeS b2866 JW5462	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA (EC 1.17.1.4)	Escherichia coli (strain K12)	1.17.1.4	ecj:JW5462;eco:b2866;	947116;
Q46800	XDHB_ECOLI	xdhB ygeT b2867 JW2835	Putative xanthine dehydrogenase FAD-binding subunit XdhB (EC 1.17.1.4)	Escherichia coli (strain K12)	1.17.1.4	ecj:JW2835;eco:b2867;ecoc:C3026_15730;	75205296;947205;
Q46817	GHXQ_ECOLI	ghxQ ygfQ ygfR b4464 JW5467	Guanine/hypoxanthine permease GhxQ	Escherichia coli (strain K12)		ecj:JW5467;eco:b4464;ecoc:C3026_15815;	2847748;75172984;75205279;
Q46829	BGLA_ECOLI	bglA bglD yqfC b2901 JW2869	6-phospho-beta-glucosidase BglA (EC 3.2.1.86) (Phospho-beta-glucosidase A)	Escherichia coli (strain K12)	3.2.1.86	ecj:JW2869;eco:b2901;	947378;
Q46855	YQHC_ECOLI	yqhC b3010 JW5849	HTH-type transcriptional regulator YqhC	Escherichia coli (strain K12)		ecj:JW5849;eco:b3010;	947491;
Q46916	GUDP_ECOLI	gudP ygcZ b2789 JW2760	Probable galactarate/D-glucarate transporter GudP	Escherichia coli (strain K12)		ecj:JW2760;eco:b2789;ecoc:C3026_15335;	947265;
Q47140	HCAF_ECOLI	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523	3-phenylpropionate/cinnamic acid dioxygenase subunit beta (EC 1.14.12.19)	Escherichia coli (strain K12)	1.14.12.19	ecj:JW2523;eco:b2539;ecoc:C3026_14065;	75172652;75206232;946997;
Q47141	HCAR_ECOLI	hcaR phdR yfhT b2537 JW2521	Hca operon transcriptional activator HcaR	Escherichia coli (strain K12)		ecj:JW2521;eco:b2537;ecoc:C3026_14055;	947000;
Q47157	YAFO_ECOLI	yafO b0233 JW0223	mRNA interferase toxin YafO (EC 3.1.-.-) (Endoribonuclease YafO) (Toxin YafO)	Escherichia coli (strain K12)	3.1.-.-	ecj:JW0223;eco:b0233;ecoc:C3026_01105;ecoc:C3026_23845;	944916;
Q47538	TAUB_ECOLI	tauB ssiB yaiQ b0366 JW0358	Taurine import ATP-binding protein TauB (EC 7.6.2.7)	Escherichia coli (strain K12)	7.6.2.7	ecj:JW0358;eco:b0366;	93777092;945027;
Q47690	MMUM_ECOLI	mmuM yagD b0261 JW0253	Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	Escherichia coli (strain K12)	2.1.1.10	ecj:JW0253;eco:b0261;ecoc:C3026_01260;	946143;
